material_id,formula,space_group,crystal_system,formation_energy_per_atom,band_gap,density,nsites,is_stable,energy_above_hull
mp-2647151,H5C56O,P1,Triclinic,-0.012399991794356333,0.6288,0.5214494088605968,62,False,0.06477534381048322
mp-2675451,VOF,Pnma,Orthorhombic,-2.8144815875,2.0816,4.546001342333701,12,False,0.03765136666666713
mp-2739191,H2O,C222_1,Orthorhombic,-1.230554994166667,5.7031,1.180648864507786,12,False,0.049447999166666534
mp-2750216,V2OF5,P1,Triclinic,-3.045462749583334,0.5253,3.5619329988098447,24,False,0.0008150033333329532
mp-2752910,La5Pb3O,I4/mcm,Tetragonal,-1.3749573115277813,0.0,7.781568518237454,18,True,0.0
mp-2766955,PCl3O,Pna2_1,Orthorhombic,-1.1420119783452378,5.3414,1.5894177864645984,20,False,0.018552960500000992
mp-2767167,NbOF3,P-1,Triclinic,-3.242645672499999,4.1307,3.162493288113848,20,False,0.04974180650000104
mp-2767589,BiOF,P2_1/c,Monoclinic,-2.2301870641666905,3.7632000000000003,9.200866931128695,12,True,0.0
mp-2767639,FeO,C2/c,Monoclinic,-1.2514599243750002,0.0,6.0946286956824505,8,False,0.10932016125000033
mp-2802611,H3ClO,R3m,Trigonal,-1.0247434877500006,5.5012,1.3114516088755326,5,False,0.06905629350000009
mp-2803876,AgO,P4_2/mmc,Tetragonal,-0.4425717658333319,0.0,6.730482171210601,4,True,0.0
mp-2831286,MnO,Cmc2_1,Orthorhombic,-1.9772052277155172,0.9851000000000001,4.231658361701393,8,False,0.05536453875000191
mp-2903341,VOF3,P2_1/c,Monoclinic,-2.663690812,4.1483,2.641432435188485,20,False,0.0485269835000004
mp-3216524,Yb3SiO,Imma,Orthorhombic,-1.5452387977499995,0.0,9.94947982767237,10,False,0.23327830516666737
mp-3216596,Yb3GeO,Imma,Orthorhombic,-1.599535311750003,0.0,10.584849593077797,10,False,0.17365354450000225
mp-3216921,YbOF,P4/nmm,Tetragonal,-4.284178442916667,5.4508,9.291585363032251,6,True,0.0
mp-3216986,Yb2I2O,P4/mmm,Tetragonal,-1.0840164447500058,0.0,4.327898267503226,5,False,1.0381533044999962
mp-768368,K4I2O,I4/mmm,Tetragonal,-1.4168959677142854,1.2540999999999998,2.902344647090159,7,False,0.06618849999999954
mp-768372,SbBrO,P2_1/c,Monoclinic,-1.277118806388889,2.5399000000000003,4.846577743932965,36,False,0.14437507388888626
mp-768810,Sr4Br6O,P4_2/nmc,Tetragonal,-2.27378403,3.4836,4.019262195905326,22,False,0.33525747095454594
mp-768906,YBrO,P4/nmm,Tetragonal,-3.1224464916666697,4.4849,4.8136054086580735,6,False,0.09875915930555212
mp-769118,HoSO,Cmce,Orthorhombic,-3.028261964166665,1.1684,7.264256965829092,12,True,0.0
mp-769173,PrOF,R-3m,Trigonal,-4.125393947222223,4.4369,6.35305416128651,6,True,0.0
mp-769398,Na3IO,P6_3/mmc,Hexagonal,-1.3763161214942545,1.6772,3.337904531570492,30,False,0.05914405533333067
mp-772199,Rb3ClO,P6_3/mmc,Hexagonal,-1.4298000065,0.6094999999999999,2.9902507074179128,30,False,0.1480500229999988
mp-772222,TmClO,P4/nmm,Tetragonal,-3.3074653133333363,5.094099999999999,7.382640645370896,6,False,0.16665268749999917
mp-772290,LiAgO,I4/mmm,Tetragonal,-1.2544819891666645,1.0898999999999999,5.524678946683956,12,True,0.0
mp-772295,TmClO,R-3m,Trigonal,-3.3774564766666706,4.5304,6.53170869824047,6,False,0.09666152416666485
mp-772624,Al2CO,Pna2_1,Orthorhombic,-1.4225238650000014,2.662799999999999,2.9852138579034806,16,False,0.07650396250000036
mp-773116,La20S29O,I-42d,Tetragonal,-2.5457210712499996,1.9417999999999997,4.972143128457204,100,False,0.006076079849994365
mp-773667,Ge2N2O,I4_1/amd,Tetragonal,-0.5857131505000005,2.3691000000000004,5.862959304605854,40,False,0.2340171729999998
mp-773817,Sn2N2O,P1,Triclinic,-0.44190680800000026,0.006999999999999673,7.016208101331526,40,False,0.20997415299999922
mp-773830,Sn2N2O,P1,Triclinic,-0.4346104712500001,0.04240000000000066,7.003674048409795,40,False,0.21727048974999974
mp-773831,Sn2N2O,P1,Triclinic,-0.43893432925000014,0.06409999999999982,7.011624940877219,40,False,0.2129466317499995
mp-774048,Fe4OF7,P1,Triclinic,-2.41752186625,1.9254000000000002,4.111973585082322,24,False,0.05639031879629375
mp-774172,Mn3OF5,Cmmm,Orthorhombic,-2.7407398254214552,0.0,3.91853595881812,18,False,0.03508471481480946
mp-774185,Mn6OF11,Pc,Monoclinic,-2.829198031254789,0.3546,3.890635367764505,36,False,0.041956170601857856
mp-774191,Fe3OF7,R3m,Trigonal,-2.3748790781818174,2.5265,3.438210516346847,11,False,0.13075276171716776
mp-774316,Mn6OF11,Pc,Monoclinic,-2.831086250143678,0.5436,3.8785110495622654,36,False,0.04006795171296851
mp-774326,Ni3OF5,Cm,Monoclinic,-1.9949769272222215,0.6995999999999999,4.644051637696497,18,False,0.07178326324074202
mp-774350,Mn6OF11,P-1,Triclinic,-2.8501285243103447,1.1909,4.110629968379723,36,False,0.02102567754630158
mp-774359,V3OF11,P-1,Triclinic,-2.8581531986666664,0.9625000000000001,3.051007290812377,30,False,0.04926338450000767
mp-774379,Cr4OF11,P1,Triclinic,-2.879840598125,0.8695999999999999,3.61032856041562,32,False,0.036127216208336144
mp-774380,Co2OF3,P1,Triclinic,-1.924703210333334,0.0,4.5853602494322425,30,False,0.09930631966666681
mp-774387,V4OF11,C2,Monoclinic,-3.1293557468750004,1.4979,3.2663931022980943,32,False,0.0036481089583331183
